 ,Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
5700,ID78002,78002,2,744.805,220.384,313.175,0,61,61,7.500,1,-10921639,65108.190,65535,45478,65535,31837905,2304.692,16.506,0.312,13.425
5701,ID78004,78004,37,666.068,335.849,314.788,0,61,61,7.500,1,-10921639,59589.607,64543,30782,65535,29139318,9021.355,13.114,0.255,2.684
5702,ID78014,78014,35,120.601,108.353,318.474,0,61,61,7.500,1,-10921639,34315.227,34753,27405,44882,16780146,4943.696,10.064,0.028,0.379
5703,ID78019,78019,9,638.485,92.408,325.878,0,61,61,7.500,1,-10921639,59760.481,65535,30782,65535,29222875,11114.372,10.952,0.237,2.057
5704,ID78018,78018,33,597.873,625.442,324.866,0,61,61,7.500,1,-10921639,65238.153,65535,49847,65535,31901457,1589.103,17.053,0.231,15.407
5705,ID78020,78020,18,689.271,148.865,327.006,0,61,61,7.500,1,-10921639,60121.540,65535,26611,65535,29399433,10422.492,13.007,0.261,2.385
5706,ID78025,78025,9,754.226,66.462,330.252,0,61,61,7.500,1,-10921639,64092.092,65535,32966,65535,31341033,5185.319,15.881,0.316,5.940
5707,ID78029,78029,40,31.277,556.977,331.526,0,61,61,7.500,1,-10921639,28350.540,28001,27405,31377,13863414,861.675,10.423,0.008,0.543
5708,ID78034,78034,18,652.150,140.571,333.594,0,61,61,7.500,1,-10921639,58374.434,65535,27207,65535,28545098,11905.579,12.837,0.236,1.870
5709,ID78041,78041,25,673.319,651.027,336.428,0,61,61,7.500,1,-10921639,64668.372,65535,39520,65535,31622834,3713.985,16.315,0.269,7.391
5710,ID78040,78040,0,743.100,9.398,336.514,0,61,61,7.500,1,-10921639,47038.051,49847,24029,65535,23001607,17705.882,10.329,0.328,1.312
5711,ID78047,78047,0,769.188,28.460,342.158,0,61,61,7.500,1,-10921639,45461.885,43690,23632,65535,22230862,18167.636,10.317,0.300,1.154
5712,ID78051,78051,42,688.928,118.189,342.683,0,61,61,7.500,1,-10921639,51684.830,65535,28398,65535,25273882,15834.369,10.649,0.239,1.261
5713,ID78052,78052,9,641.931,90.646,343.042,0,61,61,7.500,1,-10921639,57676.262,65535,28597,65535,28203692,13317.282,10.842,0.234,1.643
5714,ID78065,78065,25,546.377,624.756,350.522,0,61,61,7.500,1,-10921639,64257.397,65535,40314,65535,31421867,4396.459,15.741,0.212,5.120
5715,ID78064,78064,33,617.277,600.022,350.181,0,61,61,7.500,1,-10921639,61994.941,65535,32569,65535,30315526,7828.424,13.305,0.232,2.980
5716,ID78071,78071,9,844.018,63.175,355.510,0,61,61,7.500,1,-10921639,61903.939,65535,28200,65535,30271026,9048.109,13.749,0.371,3.701
5717,ID78079,78079,42,714.771,108.946,359.127,0,61,61,7.500,1,-10921639,55929.160,65535,27604,65535,27349359,14300.503,10.989,0.277,1.697
5718,ID78089,78089,25,623.233,639.554,364.490,0,61,61,7.500,1,-10921639,57819.260,65535,28597,65535,28273618,12023.892,10.859,0.225,1.766
5719,ID78095,78095,33,655.963,580.748,367.051,0,61,61,7.500,1,-10921639,65366.067,65535,53620,65535,31964007,1102.650,17.723,0.260,24.475
5720,ID78096,78096,20,677.163,145.306,368.383,0,61,61,7.500,1,-10921639,51309.992,64344,25817,65535,25090586,16281.186,10.396,0.238,1.211
5721,ID78099,78099,20,681.302,127.499,369.785,0,61,61,7.500,1,-10921639,56389.325,65535,28597,65535,27574380,14050.273,10.813,0.253,1.623
5722,ID78104,78104,0,136.054,46.776,371.821,0,61,61,7.500,1,-10921639,28536.953,28994,23434,33562,13954570,2697.754,10.652,0.080,1.573
5723,ID78115,78115,43,168.875,10.132,382.752,0,61,61,7.500,1,-10921639,30942.018,30980,23831,37534,15130647,2232.897,28.500,0.133,3.264
5724,ID78116,78116,42,661.328,91.070,382.612,0,61,61,7.500,1,-10921639,61639.963,65535,27008,65535,30141942,9590.656,13.570,0.244,2.521
5725,ID78118,78118,25,724.694,612.854,383.848,0,61,61,7.500,1,-10921639,62077.382,65535,32966,65535,30355840,7964.172,13.499,0.290,3.505
5726,ID78127,78127,42,692.134,88.127,391.118,0,61,61,7.500,1,-10921639,63541.417,65535,31179,65535,31071753,6345.361,15.856,0.268,4.231
5727,ID78126,78126,0,143.595,50.240,390.557,0,61,61,7.500,1,-10921639,27565.080,27803,22242,32966,13479324,2695.907,10.620,0.082,1.550
5728,ID78128,78128,12,685.151,250.002,391.167,0,61,61,7.500,1,-10921639,65303.112,65535,52428,65535,31933222,1569.154,17.955,0.275,17.945
5729,ID78131,78131,20,625.990,124.762,394.460,0,61,61,7.500,1,-10921639,62749.556,65535,30384,65535,30684533,6669.184,28.500,0.230,3.516
5730,ID78132,78132,16,698.640,185.377,395.075,0,61,61,7.500,1,-10921639,62982.190,65535,33562,65535,30798291,7022.072,13.898,0.282,3.948
5731,ID78134,78134,12,631.598,280.336,395.239,0,61,61,7.500,1,-10921639,61030.810,65535,29590,65535,29844066,9595.097,13.093,0.232,2.399
5732,ID78143,78143,20,651.406,120.085,400.440,0,61,61,7.500,1,-10921639,62057.532,65535,29590,65535,30346133,7488.569,28.500,0.237,3.180
5733,ID78145,78145,12,679.974,219.217,401.481,0,61,61,7.500,1,-10921639,63143.006,65535,28994,65535,30876930,7121.050,16.767,0.269,3.763
5734,ID78169,78169,16,632.063,199.458,415.595,0,61,61,7.500,1,-10921639,61706.595,65535,29193,65535,30174525,9124.633,13.274,0.245,2.658
5735,ID78176,78176,16,660.017,281.179,417.245,0,61,61,7.500,1,-10921639,60080.912,65535,27803,65535,29379566,10880.662,12.927,0.248,2.192
5736,ID78182,78182,10,660.687,174.688,421.352,0,61,61,7.500,1,-10921639,57252.288,65535,28994,65535,27996369,13540.178,10.904,0.247,1.677
5737,ID78196,78196,12,717.597,256.098,427.458,0,61,61,7.500,1,-10921639,62945.652,65535,32172,65535,30780424,6924.811,13.795,0.288,4.070
5738,ID78207,78207,10,761.989,160.628,434.167,0,61,61,7.500,1,-10921639,63359.871,65535,25817,65535,30982977,7051.852,15.838,0.320,4.357
5739,ID78212,78212,None,70.445,708.855,436.020,0,61,61,7.500,1,-10921639,19684.264,25817,0,44286,9625605,11745.934,28.500,0.135,0.398
5740,ID78223,78223,12,47.441,194.094,441.187,0,61,61,7.500,1,-10921639,27997.096,28001,25817,31179,13690580,1249.138,26.894,0.049,2.099
5741,ID78232,78232,10,43.778,150.930,450.855,0,61,61,7.500,1,-10921639,21899.865,25420,0,65535,10709034,14294.959,6.436,0.127,0.346
5742,ID78234,78234,12,789.672,272.835,450.855,0,61,61,7.500,1,-10921639,42393.174,54526,0,65535,20730262,26247.764,10.790,0.419,0.955
5743,ID78251,78251,None,33.072,684.345,450.855,0,61,61,7.500,1,-10921639,19064.630,25618,0,28796,9322604,10989.692,28.500,0.115,0.358
5744,ID77473,77473,53,425.832,394.740,0.000,0,61,61,7.500,1,-10921639,44982.624,64145,0,65535,21996503,26710.446,10.763,0.234,0.638
5745,ID77484,77484,7,460.342,708.855,6.450,0,61,61,7.500,1,-10921639,32936.018,33363,0,65535,16105713,22253.853,6.303,0.393,0.835
5746,ID77487,77487,53,482.276,384.474,7.560,0,61,61,7.500,1,-10921639,61475.900,65535,30782,65535,30061715,9353.419,20.832,0.252,2.646
5747,ID77486,77486,3,474.968,117.494,6.867,0,61,61,7.500,1,-10921639,64992.039,65535,43889,65535,31781107,2598.358,16.840,0.280,10.950
5748,ID77491,77491,29,403.242,175.306,9.106,0,61,61,7.500,1,-10921639,60916.701,65535,29789,65535,29788267,10093.326,24.545,0.174,1.792
5749,ID77492,77492,11,302.963,435.375,9.675,0,61,61,7.500,1,-10921639,63365.149,65535,32370,65535,30985558,6657.813,27.063,0.118,2.014
5750,ID77499,77499,29,371.880,158.382,12.986,0,61,61,7.500,1,-10921639,63258.759,65535,39718,65535,30933533,6222.234,13.292,0.120,2.173
5751,ID77509,77509,11,399.699,421.355,18.496,0,61,61,7.500,1,-10921639,61060.462,65535,31576,65535,29858566,9908.241,10.772,0.117,1.292
5752,ID77524,77524,3,637.494,111.871,26.680,0,61,61,7.500,1,-10921639,62858.331,65535,29590,65535,30737724,7359.898,16.360,0.248,3.389
5753,ID77527,77527,11,484.187,450.634,27.355,0,61,61,7.500,1,-10921639,61403.202,65535,30782,65535,30026166,9212.341,11.231,0.156,1.797
5754,ID77531,77531,3,597.836,144.229,28.897,0,61,61,7.500,1,-10921639,64298.802,65535,37137,65535,31442114,4627.324,16.096,0.236,5.298
5755,ID77543,77543,24,686.883,175.217,37.301,0,61,61,7.500,1,-10921639,61040.963,65535,28200,65535,29849031,9792.128,17.846,0.265,2.613
5756,ID77559,77559,24,663.605,129.602,43.592,0,61,61,7.500,1,-10921639,59356.039,65535,27803,65535,29025103,10969.562,10.931,0.259,2.225
5757,ID77583,77583,34,698.735,222.836,58.127,0,61,61,7.500,1,-10921639,58233.223,63748,29193,65535,28476046,10207.785,11.001,0.275,2.459
5758,ID77595,77595,14,700.314,267.123,62.375,0,61,61,7.500,1,-10921639,63698.982,65535,31775,65535,31148802,5604.847,16.503,0.281,4.984
5759,ID77613,77613,21,510.951,312.676,72.349,0,61,61,7.500,1,-10921639,64206.613,65535,36739,65535,31397034,4981.650,16.770,0.178,3.891
5760,ID77620,77620,21,529.188,305.881,73.983,0,61,61,7.500,1,-10921639,63820.814,65535,35746,65535,31208378,5610.076,13.805,0.185,3.557
5761,ID77626,77626,34,708.113,234.057,78.662,0,61,61,7.500,1,-10921639,64182.691,65535,36144,65535,31385336,4276.031,16.127,0.291,6.764
5762,ID77644,77644,34,714.461,199.679,88.633,0,61,61,7.500,1,-10921639,61223.546,63351,36541,65535,29938314,6016.040,13.761,0.295,4.634
5763,ID77657,77657,30,590.828,516.068,97.097,0,61,61,7.500,1,-10921639,61476.720,65535,30980,65535,30062116,8740.155,13.038,0.213,2.469
5764,ID77656,77656,48,452.358,331.840,96.929,0,61,61,7.500,1,-10921639,62921.256,65535,31576,65535,30768494,7475.463,13.137,0.150,2.190
5765,ID77658,77658,14,515.437,270.798,97.298,0,61,61,7.500,1,-10921639,63821.622,65535,35746,65535,31208773,5700.479,13.896,0.187,3.524
5766,ID77665,77665,14,561.187,249.287,102.284,0,61,61,7.500,1,-10921639,63037.816,65535,33363,65535,30825492,6922.520,13.633,0.206,3.114
5767,ID77668,77668,34,732.844,218.564,106.067,0,61,61,7.500,1,-10921639,64447.076,65535,45279,65535,31514620,3205.064,15.936,0.306,9.422
5768,ID77671,77671,19,593.982,625.211,107.548,0,61,61,7.500,1,-10921639,60076.847,65535,31973,65535,29377578,10132.721,10.959,0.213,2.084
5769,ID77677,77677,19,651.810,601.328,109.760,0,61,61,7.500,1,-10921639,59133.027,65535,31179,65535,28916050,10918.189,11.116,0.244,2.125
5770,ID77682,77682,54,27.459,708.855,111.585,0,61,61,7.500,1,-10921639,20890.292,28597,0,32966,10215353,12055.416,28.500,0.113,0.352
5771,ID77687,77687,48,424.159,315.046,114.160,0,61,61,7.500,1,-10921639,63081.677,65535,33165,65535,30846940,7129.720,13.065,0.138,2.142
5772,ID77691,77691,30,608.265,504.787,116.515,0,61,61,7.500,1,-10921639,64047.826,65535,39321,65535,31319387,5105.614,16.264,0.236,4.788
5773,ID77693,77693,21,510.967,289.800,120.899,0,61,61,7.500,1,-10921639,63689.225,65535,36739,65535,31144031,5724.887,28.500,0.178,3.358
5774,ID77692,77692,47,707.849,550.739,118.611,0,61,61,7.500,1,-10921639,60723.372,65535,30583,65535,29693729,9885.702,11.079,0.280,2.688
5775,ID77698,77698,22,602.685,633.141,124.831,0,61,61,7.500,1,-10921639,58635.172,65535,30980,65535,28672599,10371.832,10.964,0.216,2.012
5776,ID77704,77704,14,682.879,246.087,127.644,0,61,61,7.500,1,-10921639,64869.791,65535,42101,65535,31721328,3176.759,16.350,0.277,8.860
5777,ID77711,77711,19,500.064,602.663,129.815,0,61,61,7.500,1,-10921639,56959.319,60173,34158,65535,27853107,9036.166,10.758,0.167,1.803
5778,ID77717,77717,30,697.921,488.193,135.137,0,61,61,7.500,1,-10921639,60128.828,65535,32966,65535,29402997,9874.121,13.168,0.274,2.618
5779,ID77727,77727,47,704.950,555.625,141.533,0,61,61,7.500,1,-10921639,61187.571,65535,32370,65535,29920722,9242.686,13.250,0.278,2.878
5780,ID77736,77736,22,435.411,610.182,148.499,0,61,61,7.500,1,-10921639,60021.701,65535,39718,65535,29350612,8084.160,10.987,0.137,1.786
5781,ID77739,77739,30,598.111,526.905,150.274,0,61,61,7.500,1,-10921639,65526.879,65535,61564,65535,32042644,179.575,18.012,0.230,136.233
5782,ID77741,77741,46,490.538,640.157,151.279,0,61,61,7.500,1,-10921639,62329.971,65535,30583,65535,30479356,8138.545,13.140,0.163,2.146
5783,ID77742,77742,15,609.444,583.023,152.522,0,61,61,7.500,1,-10921639,63046.378,65535,33959,65535,30829679,6354.775,13.748,0.230,3.714
5784,ID77745,77745,30,707.779,497.510,153.376,0,61,61,7.500,1,-10921639,60584.080,65535,30782,65535,29625615,9684.227,13.200,0.281,2.745
5785,ID77762,77762,46,410.308,622.601,164.983,0,61,61,7.500,1,-10921639,60368.041,65535,31973,65535,29519972,9654.503,11.151,0.120,1.341
5786,ID77770,77770,23,484.120,222.931,167.803,0,61,61,7.500,1,-10921639,50539.820,51435,31576,58585,24713972,4000.100,16.849,0.223,4.606
5787,ID77776,77776,22,522.553,603.471,170.116,0,61,61,7.500,1,-10921639,54383.945,63152,32172,65535,26593749,12679.355,10.650,0.160,1.183
5788,ID77779,77779,39,740.313,157.171,173.085,0,61,61,7.500,1,-10921639,63686.879,65535,36541,65535,31142884,4150.402,16.703,0.304,7.163
5789,ID77781,77781,39,660.245,184.683,174.175,0,61,61,7.500,1,-10921639,65430.235,65535,56599,65535,31995385,773.767,17.833,0.262,35.160
5790,ID77786,77786,15,606.497,570.323,175.639,0,61,61,7.500,1,-10921639,62916.853,65535,32966,65535,30766341,6354.847,16.179,0.231,3.720
5791,ID77793,77793,22,565.936,587.069,183.119,0,61,61,7.500,1,-10921639,56055.560,64940,30186,65535,27411169,11942.673,10.817,0.187,1.478
5792,ID77821,77821,52,760.723,0.000,197.370,0,61,61,7.500,1,-10921639,40038.147,44485,0,65535,19578654,25726.820,10.448,0.407,0.901
5793,ID78259,78259,53,441.489,394.740,0.000,0,62,62,7.500,1,-10921639,44975.331,61276,0,65535,21992937,26691.860,10.772,0.239,0.651
5794,ID78267,78267,7,540.785,708.855,0.000,0,62,62,7.500,1,-10921639,27036.317,27428,0,65535,13220759,26042.713,6.193,0.416,0.610
5795,ID78271,78271,3,478.742,117.025,6.002,0,62,62,7.500,1,-10921639,64907.188,65535,49251,65535,31739615,2283.674,16.994,0.323,13.879
5796,ID78272,78272,53,472.488,384.584,6.501,0,62,62,7.500,1,-10921639,61992.020,65535,30980,65535,30314098,8681.110,17.488,0.288,3.194
5797,ID78277,78277,29,395.952,175.216,9.119,0,62,62,7.500,1,-10921639,60718.908,65535,29987,65535,29691546,10449.261,24.480,0.169,1.683
5798,ID78279,78279,None,293.136,432.907,8.857,0,62,62,7.500,1,-10921639,64276.464,65535,34753,65535,31431191,4929.043,24.649,0.132,3.050
5799,ID78280,78280,11,293.192,434.475,9.405,0,62,62,7.500,1,-10921639,63616.937,65535,33959,65535,31108682,6326.193,26.879,0.116,2.095
5800,ID78289,78289,29,380.082,158.883,13.417,0,62,62,7.500,1,-10921639,62104.581,65535,37335,65535,30369140,8056.868,11.092,0.118,1.623
5801,ID78294,78294,11,395.989,420.589,17.703,0,62,62,7.500,1,-10921639,61469.810,65535,31973,65535,30058737,9427.271,10.910,0.116,1.354
5802,ID78303,78303,3,643.834,111.867,26.068,0,62,62,7.500,1,-10921639,62797.417,65535,30186,65535,30707937,7425.569,16.066,0.252,3.407
5803,ID78306,78306,11,482.229,449.869,26.985,0,62,62,7.500,1,-10921639,62405.501,65535,30782,65535,30516290,7981.390,13.105,0.160,2.155
5804,ID78310,78310,3,600.952,143.642,28.352,0,62,62,7.500,1,-10921639,63729.027,65535,33959,65535,31163494,6055.756,13.987,0.235,3.998
5805,ID78332,78332,24,682.171,175.099,36.667,0,62,62,7.500,1,-10921639,61300.065,65535,29391,65535,29975732,9283.936,13.248,0.264,2.755
5806,ID78342,78342,24,664.544,129.238,42.567,0,62,62,7.500,1,-10921639,60635.693,65535,28001,65535,29650854,9522.606,13.567,0.262,2.645
5807,ID78367,78367,34,688.559,222.988,56.532,0,62,62,7.500,1,-10921639,59188.421,63550,31377,65535,28943138,9075.494,11.065,0.271,2.778
5808,ID78380,78380,14,690.281,266.518,62.914,0,62,62,7.500,1,-10921639,64328.875,65535,36342,65535,31456820,4300.807,16.758,0.277,6.483
5809,ID78393,78393,21,503.085,313.592,71.649,0,62,62,7.500,1,-10921639,64137.973,65535,33363,65535,31363469,5288.193,17.183,0.173,3.576
5810,ID78397,78397,21,524.410,305.928,73.272,0,62,62,7.500,1,-10921639,63490.648,65535,34952,65535,31046927,6069.367,13.611,0.182,3.224
5811,ID78404,78404,34,705.889,233.286,77.711,0,62,62,7.500,1,-10921639,64256.607,65535,34555,65535,31421481,4339.875,16.271,0.289,6.647
5812,ID78423,78423,34,728.657,198.449,88.854,0,62,62,7.500,1,-10921639,61703.094,64940,36938,65535,30172813,5822.824,16.054,0.296,4.834
5813,ID78433,78433,48,445.157,331.835,95.817,0,62,62,7.500,1,-10921639,63185.640,65535,31973,65535,30897778,7139.346,13.275,0.147,2.265
5814,ID78435,78435,14,507.253,270.285,97.046,0,62,62,7.500,1,-10921639,63794.004,65535,34356,65535,31195268,5895.758,17.531,0.182,3.335
5815,ID78434,78434,30,586.596,514.505,95.747,0,62,62,7.500,1,-10921639,60453.317,65535,30782,65535,29561672,10002.759,11.163,0.205,2.054
5816,ID78443,78443,14,556.365,249.217,101.350,0,62,62,7.500,1,-10921639,62781.157,65535,35548,65535,30699986,7113.006,13.504,0.203,2.976
5817,ID78456,78456,34,723.535,218.375,105.852,0,62,62,7.500,1,-10921639,64587.595,65535,49251,65535,31583334,2861.915,16.215,0.299,10.386
5818,ID78458,78458,19,583.139,625.703,106.702,0,62,62,7.500,1,-10921639,60410.282,65535,31179,65535,29540628,10054.728,10.922,0.207,2.063
5819,ID78461,78461,19,623.801,600.712,110.950,0,62,62,7.500,1,-10921639,57923.239,65535,30980,65535,28324464,11672.190,11.032,0.222,1.804
5820,ID78467,78467,48,432.633,315.130,114.571,0,62,62,7.500,1,-10921639,62276.753,65535,31973,65535,30453332,8236.113,11.108,0.139,1.850
5821,ID78466,78466,54,47.677,708.855,114.165,0,62,62,7.500,1,-10921639,21707.237,29391,0,33760,10614839,12559.569,28.500,0.122,0.376
5822,ID78470,78470,30,604.220,503.565,117.165,0,62,62,7.500,1,-10921639,64324.395,65535,39123,65535,31454629,4582.368,16.278,0.234,5.321
5823,ID78472,78472,47,700.279,550.707,119.067,0,62,62,7.500,1,-10921639,63221.389,65535,35151,65535,30915259,6710.154,16.193,0.283,4.155
5824,ID78474,78474,21,510.263,289.441,119.630,0,62,62,7.500,1,-10921639,64029.151,65535,39520,65535,31310255,5081.762,28.500,0.179,3.825
5825,ID78479,78479,22,554.251,632.065,124.162,0,62,62,7.500,1,-10921639,59334.926,65535,31377,65535,29014779,10025.405,11.025,0.190,1.891
5826,ID78487,78487,14,683.667,245.591,126.777,0,62,62,7.500,1,-10921639,64485.618,65535,37534,65535,31533467,4341.554,16.386,0.275,6.415
5827,ID78490,78490,19,474.980,602.301,129.875,0,62,62,7.500,1,-10921639,57861.667,61961,34753,65535,28294355,9376.203,10.721,0.149,1.600
5828,ID78498,78498,30,642.457,483.144,138.502,0,62,62,7.500,1,-10921639,57800.978,65535,30583,65535,28264678,12003.161,11.279,0.229,1.794
5829,ID78511,78511,47,695.684,552.004,142.662,0,62,62,7.500,1,-10921639,62982.597,65535,32768,65535,30798490,6972.055,13.806,0.279,3.945
5830,ID78514,78514,22,344.024,613.035,146.285,0,62,62,7.500,1,-10921639,61059.319,65535,42896,65535,29858007,6982.061,10.996,0.097,1.551
5831,ID78519,78519,30,586.276,524.468,149.452,0,62,62,7.500,1,-10921639,65459.466,65535,50641,65535,32009679,854.774,17.750,0.223,27.962
5832,ID78518,78518,30,634.627,496.590,149.753,0,62,62,7.500,1,-10921639,61869.830,65535,33760,65535,30254347,8256.635,13.531,0.245,2.945
5833,ID78520,78520,46,470.108,639.123,150.331,0,62,62,7.500,1,-10921639,61217.607,65535,30782,65535,29935410,9739.103,11.033,0.149,1.633
5834,ID78523,78523,15,605.636,583.817,151.845,0,62,62,7.500,1,-10921639,63551.996,65535,38328,65535,31076926,5356.356,16.584,0.229,4.427
5835,ID78545,78545,46,390.718,622.111,164.500,0,62,62,7.500,1,-10921639,60636.065,65535,31576,65535,29651036,9698.251,10.914,0.113,1.268
5836,ID78551,78551,23,565.632,222.191,167.636,0,62,62,7.500,1,-10921639,53148.742,53818,35548,62755,25989735,4541.004,16.361,0.252,4.705
5837,ID78554,78554,22,518.184,603.647,168.610,0,62,62,7.500,1,-10921639,55267.247,65337,32370,65535,27025684,12128.222,10.688,0.157,1.239
5838,ID78561,78561,39,727.810,157.592,173.208,0,62,62,7.500,1,-10921639,63984.949,65535,37931,65535,31288640,4092.398,16.668,0.297,7.158
5839,ID78560,78560,39,654.097,184.004,173.144,0,62,62,7.500,1,-10921639,65400.589,65535,50641,65535,31980888,1121.817,17.878,0.260,24.057
5840,ID78563,78563,15,657.930,566.774,174.795,0,62,62,7.500,1,-10921639,63899.638,65535,41704,65535,31246923,4417.311,16.079,0.260,5.979
5841,ID78576,78576,22,628.716,586.418,180.768,0,62,62,7.500,1,-10921639,57703.585,65535,30384,65535,28217053,10760.474,11.065,0.226,1.975
5842,ID78600,78600,52,775.954,0.000,197.370,0,62,62,7.500,1,-10921639,40776.613,50840,0,65535,19939764,25874.553,10.498,0.414,0.923
5843,ID78605,78605,31,676.905,192.628,200.045,0,62,62,7.500,1,-10921639,65526.879,65535,61564,65535,32042644,179.575,17.140,0.273,156.284
5844,ID78629,78629,8,123.555,494.564,207.085,0,62,62,7.500,1,-10921639,33560.703,32966,29590,40910,16411184,3205.565,9.891,0.038,0.770
5845,ID78628,78628,23,720.397,225.060,206.790,0,62,62,7.500,1,-10921639,61219.264,65535,29193,65535,29936220,9128.573,13.418,0.285,2.975
5846,ID78633,78633,28,394.848,513.626,212.129,0,62,62,7.500,1,-10921639,44523.157,45875,30384,53421,21771824,6185.810,10.878,0.171,2.100
5847,ID78647,78647,8,75.245,486.519,220.452,0,62,62,7.500,1,-10921639,33133.434,33363,29987,37931,16202249,2097.194,10.410,0.025,0.785
5848,ID78657,78657,4,704.478,152.539,225.026,0,62,62,7.500,1,-10921639,65097.626,65535,35151,65535,31832739,2919.028,17.094,0.286,9.909
5849,ID78663,78663,28,432.667,523.410,230.856,0,62,62,7.500,1,-10921639,44841.973,45875,29789,61365,21927725,9505.192,10.304,0.160,1.301
5850,ID78668,78668,41,585.250,665.343,231.968,0,62,62,7.500,1,-10921639,62448.569,65535,30583,65535,30537350,7434.654,13.556,0.220,3.030
5851,ID78676,78676,41,548.886,685.299,235.747,0,62,62,7.500,1,-10921639,62427.031,65535,32370,65535,30526818,8064.184,13.220,0.198,2.563
5852,ID78687,78687,8,574.371,482.387,241.918,0,62,62,7.500,1,-10921639,54557.577,56797,32569,63550,26678655,7146.418,10.956,0.230,2.855
5853,ID78689,78689,28,644.801,507.201,242.662,0,62,62,7.500,1,-10921639,55746.865,65535,31775,65535,27260217,13274.721,10.945,0.225,1.545
5854,ID78688,78688,27,630.637,354.555,242.610,0,62,62,7.500,1,-10921639,60233.092,60571,48655,65535,29453982,3698.434,17.333,0.265,6.832
5855,ID78692,78692,41,518.723,646.124,245.489,0,62,62,7.500,1,-10921639,63028.489,65535,31973,65535,30820931,7231.570,13.612,0.185,2.720
5856,ID78701,78701,4,582.594,144.618,251.993,0,62,62,7.500,1,-10921639,63939.395,65535,31973,65535,31266364,5800.846,14.143,0.211,3.840
5857,ID78703,78703,6,582.375,697.859,252.323,0,62,62,7.500,1,-10921639,63115.793,65535,31179,65535,30863623,6903.337,13.655,0.233,3.455
5858,ID78709,78709,1,812.231,71.043,256.693,0,62,62,7.500,1,-10921639,64088.427,65535,32768,65535,31339241,5695.554,16.240,0.349,5.828
5859,ID78708,78708,4,588.995,153.340,256.034,0,62,62,7.500,1,-10921639,63093.871,65535,32370,65535,30852903,7142.297,13.802,0.211,3.079
5860,ID78711,78711,1,703.179,27.983,258.456,0,62,62,7.500,1,-10921639,44542.830,36541,25022,65535,21781444,17773.238,10.298,0.256,1.022
5861,ID78713,78713,28,658.826,511.019,260.341,0,62,62,7.500,1,-10921639,53156.213,65535,29391,65535,25993388,14652.214,10.721,0.230,1.355
5862,ID78717,78717,41,415.766,672.362,261.569,0,62,62,7.500,1,-10921639,64057.583,65535,43094,65535,31324158,4464.968,14.196,0.144,3.606
5863,ID78721,78721,37,683.732,330.666,265.167,0,62,62,7.500,1,-10921639,65003.072,65535,56003,65535,31786502,1529.691,17.727,0.273,18.231
5864,ID78722,78722,8,540.613,486.845,265.284,0,62,62,7.500,1,-10921639,51099.491,52627,31576,63748,24987651,7514.172,10.845,0.218,2.435
5865,ID78724,78724,1,739.068,10.200,265.599,0,62,62,7.500,1,-10921639,48796.947,55209,25221,65535,23861707,17392.228,10.392,0.311,1.331
5866,ID78726,78726,26,719.382,247.648,267.322,0,62,62,7.500,1,-10921639,64267.534,65535,32966,65535,31426824,4936.889,16.673,0.293,5.901
5867,ID78728,78728,41,503.800,644.231,268.280,0,62,62,7.500,1,-10921639,62022.957,65535,33363,65535,30329226,7949.026,13.027,0.173,2.302
5868,ID78731,78731,27,631.097,379.032,271.647,0,62,62,7.500,1,-10921639,60376.892,60769,41108,65535,29524300,3649.053,17.511,0.261,6.845
5869,ID78732,78732,37,728.032,293.959,275.278,0,62,62,7.500,1,-10921639,64577.460,65535,49251,65535,31578378,2518.415,17.086,0.298,11.764
5870,ID78741,78741,6,567.850,682.881,282.089,0,62,62,7.500,1,-10921639,62059.885,65535,29590,65535,30347284,9068.604,16.180,0.207,2.347
5871,ID78744,78744,5,659.218,92.644,284.706,0,62,62,7.500,1,-10921639,59682.906,65535,28001,65535,29184941,11029.423,11.003,0.249,2.160
5872,ID78747,78747,6,541.804,659.867,286.487,0,62,62,7.500,1,-10921639,60932.526,65535,29590,65535,29796005,9734.927,10.982,0.190,1.997
5873,ID78748,78748,2,740.210,220.568,287.839,0,62,62,7.500,1,-10921639,65064.327,65535,45279,65535,31816456,2470.168,16.390,0.310,12.467
5874,ID78750,78750,44,396.175,53.027,288.598,0,62,62,7.500,1,-10921639,58336.624,65535,27008,65535,28526609,12915.099,10.755,0.104,0.854
5875,ID78753,78753,44,484.502,30.682,289.637,0,62,62,7.500,1,-10921639,59983.000,65535,27008,65535,29331687,11610.110,11.388,0.149,1.338
5876,ID78758,78758,27,661.849,337.102,291.087,0,62,62,7.500,1,-10921639,62566.382,65535,34158,65535,30594961,6036.513,16.069,0.261,4.288
5877,ID78761,78761,38,487.932,0.000,296.700,0,62,62,7.500,1,-10921639,44603.053,65535,0,65535,21810893,26941.545,10.805,0.255,0.673
5878,ID78760,78760,5,362.451,76.669,295.694,0,62,62,7.500,1,-10921639,63640.096,65535,40711,65535,31120007,5374.496,28.500,0.109,2.336
